MODEL_NAME,NUM_EPOCHS,N,NUM_TRAJ,TRAJ_LENGTH,ACTIVATION,HIDDEN_SIZE,BETA,TRAIN_LOSS,TRAIN_AVERAGE_EUCLIDEAN_DISTANCE,VAL_LOSS,VAL_AVERAGE_EUCLIDEAN_DISTANCE,TEST_LOSS,TEST_AVERAGE_EUCLIDEAN_DISTANCE,Lyapunov1,Lyapunov2,Lyapunov3,MIN_SV3,MIN_GRAD_SV3
2026-09-06_16-41-04_beta5.0_randomseed34,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3e-06,0.0024682,4.3e-06,0.0029079,8.2e-06,0.0030639,0.8906960230592726,-0.013994590499986696,-16.168955503028865,0.7285204283944448,-0.2688654018005222
2026-09-06_19-22-15_beta5.0_randomseed35,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.3e-06,0.0026632,3.1e-06,0.0028916,2.7e-06,0.0025426,0.8976579306786594,-0.010442173070468023,-17.20171672569196,0.7076278284590385,-0.5255998843684284
2026-09-06_19-35-18_beta5.0_randomseed36,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,1.9e-06,0.0020247,1.8e-06,0.0020088,4.6e-06,0.0024687,0.8985164518471633,-0.008661372469615933,-14.346667594658872,0.8104509653616239,-0.45955440416604876
2026-09-06_19-39-25_beta5.0_randomseed37,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,5.1e-06,0.003289,7.5e-06,0.0040215,7e-06,0.0036065,0.8977164165533633,-0.008634274033961657,-14.92538885953837,0.8024848363495218,-0.5067491498556687
2026-09-06_19-43-19_beta5.0_randomseed38,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,5.2e-06,0.0034253,9.2e-06,0.0046483,1.06e-05,0.0042665,0.877340675125604,-0.012217544162441713,-14.931387138175273,0.7691152208186388,-1.0078746499234232
2026-09-06_19-47-10_beta5.0_randomseed39,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,2.9e-06,0.0025485,4.3e-06,0.0029241,4.4e-06,0.0029881,0.9038552815354105,-0.016179116802330466,-15.958441183389946,0.7345363951959458,-0.9137964030945772
2026-09-06_19-51-00_beta5.0_randomseed40,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,4.7e-06,0.0032595,4.5e-06,0.0029707,4.9e-06,0.0034585,0.9045960451014009,-0.011587488902763078,-14.770501088747503,0.7595723496201086,-0.8372534217212839
2026-09-06_19-54-47_beta5.0_randomseed41,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,6.9e-06,0.0037857,5.6e-06,0.0035641,6e-06,0.0036068,0.8953120498686447,-0.012727557395149122,-15.752636791810612,0.7111664953948249,-2.0564452480723214
2026-09-06_19-58-38_beta5.0_randomseed42,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.2e-06,0.0025714,3.5e-06,0.0027494,6.9e-06,0.0031976,0.9034190410699046,-0.009803927110847845,-15.968061572894959,0.7627086239077887,-0.5389469933053187
2026-09-06_20-02-27_beta5.0_randomseed43,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,4.4e-06,0.0029923,1.54e-05,0.0041971,1.06e-05,0.003951,0.9007316508205646,-0.009335729214179422,-15.432905093997903,0.6890742753346754,-1.5363497319547208
2026-09-06_20-06-20_beta5.0_randomseed44,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.6e-06,0.002707,4.9e-06,0.0031538,4e-06,0.0029081,0.9062178338590858,-0.01285013050212698,-12.997727666779815,0.7368077284063695,-0.7652929268996067
2026-09-06_20-10-11_beta5.0_randomseed45,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,7.5e-06,0.0039599,5.01e-05,0.0070946,1.08e-05,0.0040206,0.8939076827310599,-0.01178475613100753,-15.82369574473621,0.7421232293492371,-0.47074434965000417
2026-09-06_20-14-09_beta5.0_randomseed46,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,5.6e-06,0.0033404,4.2e-06,0.0030977,1.35e-05,0.0044698,0.8839984991416199,-0.001965121120786361,-14.864098660345181,0.7329440792719549,-1.291829167771326
2026-09-06_20-18-05_beta5.0_randomseed47,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,3.6e-06,0.0027155,1.43e-05,0.0043262,3.5e-06,0.0027139,0.9024853199578725,-0.01680590201008667,-15.59857130889202,0.7672251811984376,-0.5924979626807004
2026-09-06_20-21-57_beta5.0_randomseed48,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,6.3e-06,0.0036498,4.7e-06,0.0032757,8.5e-06,0.0044266,0.8945624419704565,-0.015036049871310514,-14.88425604536047,0.778071821414424,-0.36153753816516754
2026-09-06_20-25-48_beta5.0_randomseed49,20,3,200,5,"Softplus(beta=5.0, threshold=20.0)",16,5.0,8.2e-06,0.0042609,1.51e-05,0.0051621,8.9e-06,0.0045178,0.8883325294353961,-0.009015804067532577,-16.624440488025492,0.6772571508555577,-1.0529791003529048
